rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,exp_version,total_time_on_task,success,timeout,failed_images,failed_audio,failed_video,view_history,task,task_trial_num,block,state,arm_outcomes,order,task_number,seed_number,arm_chosen,points_won,task_config,completed_full_task,used_keys
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,545,1319991,0.0-7.0-1.0-1.79,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,79.0,2.0,11.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,546,1320794,0.0-7.0-1.0-2.79,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,79.0,2.0,11.0,,1.0,2.0,6222.0,,,,,1
570.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img99.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",j,html-keyboard-response,547,1321876,0.0-7.0-1.0-0.80,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,80.0,2.0,8.0,"[0,100]",1.0,2.0,6222.0,1.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img99.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,548,1322292,0.0-7.0-1.0-1.80,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,80.0,2.0,8.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img99.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,549,1323109,0.0-7.0-1.0-2.80,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,80.0,2.0,8.0,,1.0,2.0,6222.0,,,,,1
629.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",j,html-keyboard-response,550,1324249,0.0-7.0-1.0-0.81,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,81.0,2.0,11.0,"[0,100]",1.0,2.0,6222.0,1.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,551,1324661,0.0-7.0-1.0-1.81,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,81.0,2.0,11.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,552,1325478,0.0-7.0-1.0-2.81,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,81.0,2.0,11.0,,1.0,2.0,6222.0,,,,,1
813.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img84.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",f,html-keyboard-response,553,1326805,0.0-7.0-1.0-0.82,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,82.0,2.0,10.0,"[100,0]",1.0,2.0,6222.0,0.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img84.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div></div>",,html-keyboard-response,554,1327213,0.0-7.0-1.0-1.82,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,82.0,2.0,10.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img84.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div></div>",,html-keyboard-response,555,1328029,0.0-7.0-1.0-2.82,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,82.0,2.0,10.0,,1.0,2.0,6222.0,,,,,1
534.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img15.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",j,html-keyboard-response,556,1329066,0.0-7.0-1.0-0.83,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,83.0,2.0,9.0,"[0,100]",1.0,2.0,6222.0,1.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img15.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,557,1329478,0.0-7.0-1.0-1.83,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,83.0,2.0,9.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img15.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,558,1330280,0.0-7.0-1.0-2.83,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,83.0,2.0,9.0,,1.0,2.0,6222.0,,,,,1
572.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img15.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",j,html-keyboard-response,559,1331363,0.0-7.0-1.0-0.84,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,84.0,2.0,9.0,"[100,100]",1.0,2.0,6222.0,1.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img15.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,560,1331779,0.0-7.0-1.0-1.84,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,84.0,2.0,9.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img15.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,561,1332597,0.0-7.0-1.0-2.84,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,84.0,2.0,9.0,,1.0,2.0,6222.0,,,,,1
618.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img99.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",f,html-keyboard-response,562,1333723,0.0-7.0-1.0-0.85,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,85.0,2.0,8.0,"[100,100]",1.0,2.0,6222.0,0.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img99.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div></div>",,html-keyboard-response,563,1334131,0.0-7.0-1.0-1.85,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,85.0,2.0,8.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img99.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div></div>",,html-keyboard-response,564,1334948,0.0-7.0-1.0-2.85,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,85.0,2.0,8.0,,1.0,2.0,6222.0,,,,,1
556.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",j,html-keyboard-response,565,1336017,0.0-7.0-1.0-0.86,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,86.0,2.0,11.0,"[100,100]",1.0,2.0,6222.0,1.0,100.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,566,1336432,0.0-7.0-1.0-1.86,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,86.0,2.0,11.0,,1.0,2.0,6222.0,,,,,1
,"<p style=""font-size:20px;color:green;"">You win!</p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img13.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,567,1337235,0.0-7.0-1.0-2.86,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_outcome,86.0,2.0,11.0,,1.0,2.0,6222.0,,,,,1
795.0,"<p style=""font-size:20px;color:white;""> Choice phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img84.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/img80.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",j,html-keyboard-response,568,1338538,0.0-7.0-1.0-0.87,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_choice,87.0,2.0,10.0,"[100,0]",1.0,2.0,6222.0,1.0,0.0,,,1
,"<p style=""font-size:20px;color:white;""> Selection phase </p>
    <style>
    .header {
      padding: 0px;
      text-align: center;
    }
    .grid-container {
      display: grid;
      grid-template-columns: auto auto ;
      padding: 0px;
      padding-top: 0px;
      row-gap: 5px;
    }
    .grid-item {
      padding: 5px; 
      text-align: center;
    }
    </style> 
  
    <div class=""header"">
      <h1><img src='img/img84.png' height=""250"" width=""250""></h1>
    </div>
    
    <div class=""grid-container"">
    <div class=""grid-item""><img src=img/blank.png height=""125"" width=""125""></div><div class=""grid-item""><img src=img/img90.png height=""125"" width=""125""></div></div>",,html-keyboard-response,569,1338950,0.0-7.0-1.0-1.87,98,1,2025-06-02 15:46:23,8aa7950563f4eabaf1756a7acad240d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",WebKit,Chrome,137.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",2,4597069,,,,,,,learn_selection,87.0,2.0,10.0,,1.0,2.0,6222.0,,,,,1
